event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category,price_cents,event_description,Event_City
Girls in Venture Spa Day: Nails & Coffee,https://lu.ma/gnn0b2g8,"Network with fellow female founders and venture capitalists at a complimentary ""Girls in Venture Spa Day,"" featuring manicures, breakfast, and inspiring conversation.  This mid-week reset, sponsored by Stifel Bank, offers valuable connections and self-care for women in the startup ecosystem.  Ideal for female entrepreneurs and investors seeking community and support.",,,Stifel Venture Banking,2025-07-31,5:30 AM,"July 31, 2025",7:00 AM,Networking & Community,0,"​Join us for a relaxing morning with fellow women in venture and female founders. Enjoy complimentary manicures, great coffee, and a light breakfast while connecting with an inspiring community of women building and backing the next generation of startups. It’s the perfect mid-week reset—with meaningful conversation and a little self-care.

​The event is complimentary and generously sponsored by Stifel Bank.

​About Stifel

​Stifel Financial (NYSE: SF) is a global investment bank, wealth management, and commercial banking institution with $400B+ in AUM. Stifel Bank offers venture and fund banking solutions, including 100% free banking for fund clients, fully insured liquid ICS accounts (up to $275MM FDIC coverage), capital call and management company lines of credit, and venture lending.",New York
Make Art and Crafts together,https://lu.ma/8iy6ottj,"Unleash your creativity at this collaborative art and craft gathering!  All skill levels are welcome to work on personal projects in a supportive, shared environment. Ideal for artists seeking inspiration and connection, especially those working digitally.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-07-07,4:00 PM,"July 07, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Make Art and Crafts together,https://lu.ma/zfmk315p,"Unleash your creativity at this collaborative art and craft session, welcoming all skill levels from beginners to pros.  Bring your preferred materials (digital preferred due to low lighting), and connect with fellow artists in a supportive environment.  Perfect for anyone seeking inspiration, community, and a chance to create.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-07-14,4:00 PM,"July 14, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Make Art and Crafts together,https://lu.ma/cofinjre,"Unleash your creativity at this collaborative art and crafts gathering for all skill levels, from beginners to pros.  Bring your preferred supplies (digital media recommended due to dim lighting).  Perfect for artists seeking a supportive, inspiring environment to work and connect.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-07-21,4:00 PM,"July 21, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Make Art and Crafts together,https://lu.ma/zaof5p1o,"Unleash your creativity at this collaborative art and craft gathering for all skill levels, from beginners to pros.  Bring your preferred supplies (digital preferred due to dim lighting) and enjoy a shared creative experience.  Perfect for artists seeking inspiration and community.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-07-28,4:00 PM,"July 28, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Make Art and Crafts together,https://lu.ma/upu4ih5s,"Unleash your creativity at this collaborative art and craft gathering for all skill levels, from beginners to pros.  Bring your preferred medium (digital preferred due to low light), and connect with fellow artists in a supportive environment.  Perfect for anyone seeking inspiration and community.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-08-04,4:00 PM,"August 04, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Make Art and Crafts together,https://lu.ma/f1urodoz,"Unleash your creativity at this collaborative art and crafts gathering for all skill levels, from beginners to pros.  Bring your preferred supplies (digital media recommended due to lower lighting).  Perfect for artists seeking a shared workspace and inspiring community.","Spritzenhaus33, 33 Nassau Ave, Brooklyn, NY 11222, USA",New York,Williamsburg Art and Crafts Club,2025-08-11,4:00 PM,"August 11, 2025",6:00 PM,Networking & Community,0,"​Artists and creatives of all skill levels are welcome, including aspiring creatives who are just starting out and professionals.

​Bring your drawing supplies or whatever creative project you're working on. Digital media like iPad sketching is ideal since the lighting might be a bit dim.",New York
Impact of our current administration on the economy and changing personal finance strategy,https://lu.ma/idnld5ax,"This event explores how the current administration's policies impact personal finance, offering strategies to navigate market volatility and build wealth.  It features an intimate setting focused on practical advice, free from corporate influence.  Ideal for individuals seeking to adapt their financial strategies in the current economic climate.",,,Symposia,2025-07-29,2:30 PM,"July 29, 2025",5:00 PM,Finance & Business,0,"​An intimate conversation on the stock market, mitigating volatility and learning about other ways to generate wealth

​Symposia. We're leaving corporate interests at the door, high quality events run at cost.

​Learn more at symposia.club",New York
"Information access and mental health, being informed in a time of overwhelm",https://lu.ma/453afubx,"This intimate conversation explores the impact of constant news consumption on mental well-being, offering strategies for staying informed without feeling overwhelmed.  The event prioritizes quality discussion over corporate influence, ideal for individuals seeking healthier media consumption habits.  Learn more and register at symposia.club.",,,Symposia,2025-08-05,2:30 PM,"August 05, 2025",5:00 PM,Networking & Community,0,"​An intimate conversation on the media news cycle, staying informed and managing impact on mental health

​Symposia. We're leaving corporate interests at the door, high quality events run at cost.

​Learn more at symposia.club",New York
Brisket & Brands: CPG After-Hours @ Fancy Foods,https://lu.ma/sh177vxt,"Unwind with fellow CPG professionals at a BBQ after-party during Fancy Foods NYC (June 29th, 6-10 PM).  Enjoy all-you-can-eat BBQ, open bar, and networking opportunities with founders, operators, buyers, and more.  RSVP required; space is limited to CPG industry members.",,,,2025-06-29,3:00 PM,"June 29, 2025",7:00 PM,Networking & Community,0,"​Brisket & Brands: CPG After-Hours @ Fancy Foods

​Join us for a lively evening of BBQ, cold drinks, and great company at Mason Jar NYC on Sunday, June 29th from 6–10 PM EST — right in the heart of the Fancy Foods NYC weekend buzz.

​This is your chance to unwind with fellow CPG founders, operators, and partners over smoked meats, Southern bites, and a fully stocked bar. Whether you're looking to meet emerging brands, network with buyers, or just escape the convention floor, this is the place to be.

​Expect:
🔥 All-you-can-eat BBQ
🍺 Signature drinks and open bar
🤝 Great people from the CPG community
🎯 A casual, fun setting - steps from the action

​Space is limited — RSVP early to lock in your spot. Let's toast to innovation, flavor, and connection in the CPG world.

​Approval requirements:

​CPG team member

​CPG consultant

​Broker / Buyer

​Affiliation with CPG community & attending Fancy Foods NYC

​This event is brought to you by the teams at Doss, RangeMe, Flowspace, Glimpse and Kickfurther!",New York
