event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category
"Circular Sisters: Waste, Reuse, and Regeneration",https://lu.ma/cey0os12,"""Circular Sisters"" on July 17th at 9Zero fosters zero-waste solutions through interactive workshops, a keynote by Recology's Julia Mangin, and collaborative brainstorming sessions.  Attendees will learn about sustainable packaging, reuse initiatives, and contribute to local campaigns. This event is ideal for those passionate about cleantech, sustainability, and the circular economy.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 17, 2025",5:30 PM,"July 17, 2025",7:30 PM,Networking & Community
Are You Due Diligence Ready?,https://lu.ma/01nww5fg,"Master due diligence for early-stage investments in this workshop, ideal for both startup founders and VCs.  Learn essential review processes within the collaborative 9Zero climate action community.  Network with fellow innovators and explore a potential new workspace.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 23, 2025",10:00 AM,"July 23, 2025",11:00 AM,Finance & Business
Corporate and Project Finance: Growing a Capital-Intensive Startup,https://lu.ma/zh0uvaru,"Learn how project finance can accelerate your capital-intensive climate tech or manufacturing startup at this insightful AMA lunch with a Topspin Capital expert.  Ahmed Alkelani will explain corporate vs. project finance, demystifying funding for ""hard stuff"" projects. Ideal for founders of early-stage, first-of-a-kind technology companies.","9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 24, 2025",12:30 PM,"July 24, 2025",1:30 PM,Finance & Business
AI Brainstorm with Josh Felser & Cynthia Gleung,https://lu.ma/oomazzm0,"Join 9Zero for a brainstorming session on AI's role in climate solutions with leading VC Josh Felser and Cynthia Gleung.  Hear insights on software-driven climate tech from a seasoned investor with a proven track record in early-stage companies.  Ideal for founders, investors, and climate tech enthusiasts seeking innovative solutions.","9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 30, 2025",12:00 PM,"July 30, 2025",1:30 PM,Networking & Community
Investing in the Future: Finance & Funding for Impact,https://lu.ma/c11g2msh,"This Women in Cleantech & Sustainability event focuses on securing funding for women-led climate ventures.  Key highlights include expert talks, workshops tailored to different funding models (nonprofit, startup, policy), and access to a funding database.  Ideal for women founders, investors, and anyone interested in climate action and impact investing.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"August 21, 2025",5:30 PM,"August 21, 2025",7:30 PM,Finance & Business
CRISPR Editing Class: Hands-on Genetic Engineering,https://lu.ma/CRISPR01,"This hands-on CRISPR editing class teaches participants to perform gene deletion in *E. coli* using the advanced CRISPR-prime editing system, avoiding double-strand breaks.  The workshop highlights practical applications of this powerful gene-editing technology, ideal for researchers and biotechnologists seeking advanced genetic engineering skills.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Biopunk Community,"June 24, 2025",6:30 PM,"June 24, 2025",8:30 PM,Education & Research
Voyager: Advanced Materials + Manufacturing,https://lu.ma/voyager-materials,"Voyager's ""Advanced Materials + Manufacturing"" event showcased founders revolutionizing the critical minerals and materials lifecycle, from mining to end-products, during SF Deep Tech Week.  Lightning talks and a panel discussion highlighted cutting-edge innovations in refining, processing, and material utilization, attracting builders, investors, and industry leaders.  This event is ideal for those interested in advanced materials, sustainable manufacturing, and early-stage investment opportunities.","1 Beach St, San Francisco, CA 94133, USA",California,Deep Tech Week,"June 23, 2025",5:00 PM,"June 23, 2025",8:00 PM,Startup & Entrepreneurship
Ascending Kardashev Type II with Starship Ventures,https://lu.ma/dtw25-starship,"This event explores the path to a Kardashev Type II civilization, featuring talks by founders of companies building groundbreaking space technologies like terraforming and solar energy harnessing.  Ideal for investors, entrepreneurs, and anyone passionate about space exploration and the future of humanity.","1 Beach St, San Francisco, CA 94133, USA",California,Deep Tech Week,"June 24, 2025",5:00 PM,"June 24, 2025",8:00 PM,Startup & Entrepreneurship
Counterintelligence,https://lu.ma/cb3davjg,"This counterintelligence event educated the tech sector on domestic and international IP theft risks, including adversarial capital investments.  Key speakers from Starship Ventures, the FBI, and Fenwick & West provided insights into identifying and mitigating threats.  Essential for tech founders, investors, and those concerned with protecting sensitive data and intellectual property.","1 Beach St, San Francisco, CA 94133, USA",California,,"June 24, 2025",5:30 PM,"June 24, 2025",6:30 PM,Finance & Business
Future of Humanity,https://lu.ma/dtw25-humanity,"""Future of Humanity"" explores the possibilities of interstellar travel and civilization, featuring cutting-edge discussions on anti-gravity propulsion and UAP research.  This event uniquely blends scientific advancements with philosophical considerations of life beyond Earth, ideal for science enthusiasts, futurists, and anyone curious about humanity's cosmic destiny.","1 Beach St, San Francisco, CA 94133, USA",California,Deep Tech Week,"June 26, 2025",1:00 PM,"June 26, 2025",4:00 PM,Education & Research
#SFTechWeek - OGs & LPs Shotwells Speakeasy SF,https://lu.ma/ppszwxd3,,"San Francisco, CA, USA",California,Musa Capital Events,"October 10, 2025",10:00 PM,"October 11, 2025",2:00 AM,Other
Rooftop Longevity Rave #2 @ Viva Frontier Tower,https://lu.ma/longevity-rave-2,"Rooftop Longevity Rave #2 in San Francisco celebrates health and community with high-energy music, healthy drinks, and stunning sunset views.  This unique event is perfect for biohackers, wellness enthusiasts, and anyone seeking a fun, upbeat party with a focus on longevity.  Invite your friends and get ready to dance your way to a happier, healthier life!","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"June 28, 2025",4:00 PM,"June 28, 2025",8:00 PM,Networking & Community
Rooftop BBQ & Hangout @ Viva Frontier Tower,https://lu.ma/rooftop-bbq,"Celebrate Pride with a rooftop BBQ at Viva Frontier Tower, boasting stunning parade views and sunset beats.  Enjoy a BBQ feast (omnivore & veggie options) and connect with fellow ""Citizens,"" pop-up attendees, and innovative thinkers. RSVP required due to limited space.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"June 29, 2025",12:00 PM,"June 29, 2025",7:00 PM,Networking & Community
Independence Day BBQ @ Frontier Tower Rooftop,https://lu.ma/independence,"Celebrate Independence Day with a rooftop BBQ at Frontier Tower, featuring a BBQ feast, sunset beats, and stunning fireworks views.  This exclusive event welcomes residents, guests, and interesting individuals – RSVP required due to limited space.  Enjoy incredible views, great company, and a unique Independence Day celebration.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"July 04, 2025",4:00 PM,"July 04, 2025",9:00 PM,Networking & Community
CMO Breakfast w/ GrowthX AI,https://lu.ma/mkc1cube,"Exclusive breakfast for CMOs at GrowthX HQ to discuss the practical impact of AI on company growth.  Key topics include leveraging AI for efficient scaling, evolving organizational structures, and maximizing marketing channel ROI.  Ideal for CMOs seeking actionable insights on AI implementation and future growth strategies.","95 Federal St, San Francisco, CA 94107, USA",California,GrowthX,"October 14, 2025",8:00 AM,"October 14, 2025",10:30 AM,Marketing & Branding
SF Ruby & Elixir with José Valim at PlanetScale,https://lu.ma/rzyjxo93,"Bay Area developers!  Hear Elixir creator José Valim speak at this special SF Ruby & Elixir meetup hosted by PlanetScale.  Enjoy his talk, open mic, and networking with fellow Ruby and Elixir enthusiasts.","PlanetScale, 123 S Park St, San Francisco, CA 94107, USA",California,SF Bay Area Ruby Meetup,"June 18, 2025",5:00 PM,"June 18, 2025",8:00 PM,Networking & Community
"SF Ruby Meetup, July @ Figma",https://lu.ma/8jcbnfls,"The July SF Ruby Meetup, hosted by Figma and sponsored by Gusto, features talks on using Ruby at Figma and building reliable Sidekiq background jobs, plus an open mic.  Bay Area Ruby developers and enthusiasts are encouraged to attend this  technical deep-dive into Ruby and Rails application development.","Figma, 760 Market St Floor 10, San Francisco, CA 94102, USA",California,SF Bay Area Ruby Meetup,"July 22, 2025",5:00 PM,"July 22, 2025",8:30 PM,Other
"SF Ruby Meetup, August @ Github",https://lu.ma/k2l9089u,,"GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,SF Bay Area Ruby Meetup,"August 26, 2025",5:00 PM,"August 26, 2025",8:30 PM,Other
The San Francisco Ruby Conference,https://lu.ma/sfrubyconf2025,,"Gateway Pavilion - Pier 2, 2 Marina Blvd, San Francisco, CA 94123, USA",California,SF Bay Area Ruby Meetup,"November 19, 2025",9:00 AM,"November 20, 2025",7:00 PM,Other
DiverseVC 2025,https://lu.ma/diversevc2025,,"Marines' Memorial Club & Hotel, 609 Sutter St, San Francisco, CA 94102, USA",California,"Context, Community, Connections, & Capital","September 10, 2025",6:00 AM,"September 10, 2025",3:00 PM,Other
Military Veteran Startups Conference 2026,https://lu.ma/mvs2026,"The 5th annual Military Veteran Startup Conference (2026) connects veteran entrepreneurs with fellow founders, VCs, and supporters to build and scale businesses.  Nearly every veteran-focused VC firm will attend, offering unparalleled networking and investment opportunities.  Ideal for military veteran startup founders and those seeking to invest in this thriving community.","Marines' Memorial Club & Hotel, 609 Sutter St, San Francisco, CA 94102, USA",California,"Context, Community, Connections, & Capital","February 11, 2026",6:00 AM,"February 12, 2026",3:30 PM,Startup & Entrepreneurship
SF 30s to 50s: Singles Picnic in Alamo Square,https://lu.ma/m1c4fd4n,,"Alamo Square Park, Hayes St, San Francisco, CA 94117, USA",California,Early Burdz,"June 28, 2025",3:00 PM,"June 28, 2025",5:00 PM,Other
SF Bay Area Inner Development Goals Summit,https://lu.ma/duq1z5ex,"The SF Bay Area Inner Development Goals Summit (Sept 10-12, 2025) offers an immersive experience focusing on the IDG framework—five dimensions of inner growth for effective leadership and systemic change.  Interactive workshops, unconference elements, and networking opportunities will build skills and community among leaders from diverse sectors.  Ideal for those seeking to enhance personal and collective impact through inner development.","995 Market St, San Francisco, CA 94103, USA",California,Compassion 2.0,"September 10, 2025",9:30 AM,"September 10, 2025",5:00 PM,Networking & Community
Flourishing+Psychedelics 2025,https://lu.ma/eekz3rhb,"Flourishing+Psychedelics 2025 (Oct 28-29) explores the transformative potential of psychedelics for personal growth and spiritual exploration,  featuring leading researchers, artists, and practitioners in a small, intimate San Francisco setting.  Ideal for those interested in the intersection of psychedelics, neuroscience, spirituality, and conscious living.","995 Market St, San Francisco, CA 94103, USA",California,Compassion 2.0,"October 28, 2025",10:00 AM,"October 28, 2025",5:00 PM,Networking & Community
